Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,month,week,quarter,year,week_sin,week_cos,month_sin,month_cos,lag_1,lag_2,lag_4,lag_52,rolling_mean_4,rolling_mean_12,rolling_std_4,store_avg_sales,store_median_sales,holiday_x_lag1,holiday_x_lag52,lag_52_diff,store_cv
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2,5,1,2011,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,1316899.31,1327405.42,1444732.28,1643690.9,1370012.7425,1607574.3275,59611.18760559322,1555264.3975524476,1534849.64,0.0,0.0,-326791.58999999985,0.08896700211237821
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2,6,1,2011,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,1606629.58,1316899.31,1391013.96,1641957.44,1410487.0675,1616920.1683333332,134799.00547446244,1555264.3975524476,1534849.64,1606629.58,1641957.44,-35327.85999999987,0.08896700211237821
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2,7,1,2011,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,1649614.93,1606629.58,1327405.42,1611968.17,1475137.31,1630739.3975,177573.11444171303,1555264.3975524476,1534849.64,0.0,0.0,37646.76000000001,0.08896700211237821
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2,8,1,2011,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,1686842.78,1649614.93,1316899.31,1409727.59,1564996.65,1608340.9533333334,168614.2774516193,1555264.3975524476,1534849.64,0.0,0.0,277115.18999999994,0.08896700211237821
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,3,9,1,2011,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,1456800.28,1686842.78,1606629.58,1554806.68,1599971.8924999998,1600738.1616666664,100918.14784923608,1555264.3975524476,1534849.64,0.0,0.0,-98006.3999999999,0.08896700211237821
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,3,10,1,2011,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,1636263.41,1456800.28,1649614.93,1439541.59,1607380.35,1596875.5908333333,102642.7886173674,1555264.3975524476,1534849.64,0.0,0.0,196721.81999999983,0.08896700211237821
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,3,11,1,2011,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,1553191.63,1636263.41,1686842.78,1472515.79,1583274.525,1568721.9825,100722.259369,1555264.3975524476,1534849.64,0.0,0.0,80675.83999999985,0.08896700211237821
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,3,12,1,2011,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,1576818.06,1553191.63,1456800.28,1404429.92,1555768.3450000002,1501127.6375,74663.38536161272,1555264.3975524476,1534849.64,0.0,0.0,172388.14000000013,0.08896700211237821
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,4,13,2,2011,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998,1541102.38,1576818.06,1636263.41,1594968.28,1576843.87,1515609.5016666667,42298.79810902612,1555264.3975524476,1534849.64,0.0,0.0,-53865.90000000014,0.08896700211237821
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,4,14,2,2011,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,1495064.75,1541102.38,1553191.63,1545418.53,1541544.205,1519803.8741666665,34353.27399302004,1555264.3975524476,1534849.64,0.0,0.0,-50353.78000000003,0.08896700211237821
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,4,15,2,2011,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,1614259.35,1495064.75,1576818.06,1466058.28,1556811.135,1538407.656666667,50859.137162884435,1555264.3975524476,1534849.64,0.0,0.0,148201.07000000007,0.08896700211237821
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,4,16,2,2011,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,1559889.0,1614259.35,1541102.38,1391256.12,1552578.87,1557781.2883333333,49320.392792910694,1555264.3975524476,1534849.64,0.0,0.0,168632.8799999999,0.08896700211237821
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,4,17,2,2011,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,1564819.81,1559889.0,1495064.75,1425100.71,1558508.2275,1578441.33,48904.68656360464,1555264.3975524476,1534849.64,0.0,0.0,139719.1000000001,0.08896700211237821
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,5,18,2,2011,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,1455090.69,1564819.81,1614259.35,1603955.12,1548514.7125,1565813.0891666666,66946.83452985478,1555264.3975524476,1534849.64,0.0,0.0,-148864.43000000017,0.08896700211237821
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,5,19,2,2011,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,1629391.28,1455090.69,1559889.0,1494251.5,1552297.695,1564127.785,72127.32710260303,1555264.3975524476,1534849.64,0.0,0.0,135139.78000000003,0.08896700211237821
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,5,20,2,2011,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,1604775.58,1629391.28,1564819.81,1399662.07,1563519.34,1557288.8516666666,77027.38296939983,1555264.3975524476,1534849.64,0.0,0.0,205113.51,0.08896700211237821
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,5,21,2,2011,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,1428218.27,1604775.58,1455090.69,1432069.95,1529368.955,1554907.0175,102370.80690586701,1555264.3975524476,1534849.64,0.0,0.0,-3851.679999999935,0.08896700211237821
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,6,22,2,2011,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,1466046.67,1428218.27,1629391.28,1615524.71,1532107.95,1540722.2891666668,99836.18093564716,1555264.3975524476,1534849.64,0.0,0.0,-149478.04000000004,0.08896700211237821
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,6,23,2,2011,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,1635078.41,1466046.67,1604775.58,1542561.09,1533529.7325,1547546.1875,101706.39531884459,1555264.3975524476,1534849.64,0.0,0.0,92517.31999999983,0.08896700211237821
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,6,24,2,2011,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,1588948.32,1635078.41,1428218.27,1503284.06,1529572.9175,1548557.0424999997,98260.19211085142,1555264.3975524476,1534849.64,0.0,0.0,85664.26000000001,0.08896700211237821
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,6,25,2,2011,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,1532114.86,1588948.32,1466046.67,1422711.6,1555547.065,1547808.0825000003,73030.28506357533,1555264.3975524476,1534849.64,0.0,0.0,109403.26000000001,0.08896700211237821
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,7,26,3,2011,-3.216245299353273e-16,-1.0,-0.4999999999999997,-0.8660254037844388,1438830.15,1532114.86,1635078.41,1492418.14,1548742.935,1543121.8658333335,84513.5105789499,1555264.3975524476,1534849.64,0.0,0.0,-53587.98999999999,0.08896700211237821
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,7,27,3,2011,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,1488538.09,1438830.15,1588948.32,1546074.18,1512107.855,1532645.0941666665,63848.500850862445,1555264.3975524476,1534849.64,0.0,0.0,-57536.08999999985,0.08896700211237821
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,7,28,3,2011,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,1534849.64,1488538.09,1532114.86,1448938.92,1498583.185,1530558.4808333332,45132.98170164172,1555264.3975524476,1534849.64,0.0,0.0,85910.71999999997,0.08896700211237821
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,7,29,3,2011,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,1455119.97,1534849.64,1438830.15,1385065.2,1479334.4625000001,1521416.8275,42401.189724443655,1555264.3975524476,1534849.64,0.0,0.0,70054.77000000002,0.08896700211237821
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,7,30,3,2011,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,1396926.82,1455119.97,1488538.09,1371986.6,1468858.63,1516569.8383333331,58037.43221744261,1555264.3975524476,1534849.64,0.0,0.0,24940.219999999972,0.08896700211237821
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,8,31,3,2011,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,1352219.79,1396926.82,1534849.64,1605491.78,1434779.0550000002,1493472.2141666666,78902.25754504606,1555264.3975524476,1534849.64,0.0,0.0,-253271.99,0.08896700211237821
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,8,32,3,2011,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,1624383.75,1352219.79,1455119.97,1508237.76,1457162.5825,1495106.2283333333,119175.5398666774,1555264.3975524476,1534849.64,0.0,0.0,116145.98999999999,0.08896700211237821
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,8,33,3,2011,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,1525147.09,1624383.75,1396926.82,1513080.49,1474669.3625,1503183.63,123828.10601510033,1555264.3975524476,1534849.64,0.0,0.0,12066.600000000093,0.08896700211237821
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,8,34,3,2011,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,1530761.43,1525147.09,1352219.79,1449142.92,1508128.0150000001,1508576.5266666666,113467.60320528776,1555264.3975524476,1534849.64,0.0,0.0,81618.51000000001,0.08896700211237821
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,9,35,3,2011,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16,1464693.46,1530761.43,1624383.75,1540163.53,1536246.4324999999,1494377.7808333335,65932.52931605662,1555264.3975524476,1534849.64,0.0,0.0,-75470.07000000007,0.08896700211237821
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,9,36,3,2011,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,1550229.22,1464693.46,1525147.09,1507460.69,1517707.8,1491151.1891666667,36940.958732966385,1555264.3975524476,1534849.64,1550229.22,1507460.69,42768.53000000003,0.08896700211237821
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,9,37,3,2011,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,1540471.24,1550229.22,1530761.43,1430378.67,1521538.8375,1491847.5541666665,38721.342383566014,1555264.3975524476,1534849.64,0.0,0.0,110092.57000000007,0.08896700211237821
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,9,38,3,2011,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,1514259.78,1540471.24,1464693.46,1351791.03,1517413.425,1498133.3566666667,38287.85456008505,1555264.3975524476,1534849.64,0.0,0.0,162468.75,0.08896700211237821
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,9,39,3,2011,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1380020.27,1514259.78,1550229.22,1453329.5,1496245.1275,1489090.205,78957.74497687885,1555264.3975524476,1534849.64,0.0,0.0,-73309.22999999998,0.08896700211237821
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,10,40,4,2011,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001,1394561.83,1380020.27,1540471.24,1508239.93,1457328.28,1477399.5541666665,81792.63036397507,1555264.3975524476,1534849.64,0.0,0.0,-113678.09999999986,0.08896700211237821
